Name,Latitude,Longitude,Latitude_DMS,Longitude_DMS,Type
38 Wreckdri,27.06985 N,82.606 W,"27° 4' 11.46"" N","82° 36' 21.6"" W",Wreck
39 Chevron Tanks,26.2007 N,80.05857 W,"26° 12' 2.52"" N","80° 3' 30.85"" W",Structure
39 Wreck,34.45216 N,76.561 W,"34° 27' 7.78"" N","76° 33' 39.6"" W",Wreck
39 Wreck,34.45466 N,76.56233 W,"34° 27' 16.78"" N","76° 33' 44.39"" W",Wreck
4 5 Ftledge,33.69378 N,76.98955 W,"33° 41' 37.61"" N","76° 59' 22.38"" W",Ledge
4 Cars 2 GPS,30.191 N,87.23683 W,"30° 11' 27.6"" N","87° 14' 12.59"" W",Structure
4 Foot Ledge,27.58233 N,82.9745 W,"27° 34' 56.39"" N","82° 58' 28.2"" W",Ledge
4 Foot Ledge 2,30.30523 N,81.12625 W,"30° 18' 18.83"" N","81° 7' 34.5"" W",Ledge
4 Ledge,28.30193 N,82.96773 W,"28° 18' 6.95"" N","82° 58' 3.83"" W",Ledge
4 Milerock,34.78619 N,76.26414 W,"34° 47' 10.28"" N","76° 15' 50.9"" W",Rock
40 Fathom Wreck,27.49883 N,84.24458 W,"27° 29' 55.79"" N","84° 14' 40.49"" W",Wreck
40 Foot Ledge,29.91333 N,87.20667 W,"29° 54' 47.99"" N","87° 12' 24.01"" W",Ledge
40 Mile Rock,33.84499 N,77.10832 W,"33° 50' 41.96"" N","77° 6' 29.95"" W",Rock
40 Steel Boat / 4 Cars GPS,30.18967 N,87.2405 W,"30° 11' 22.81"" N","87° 14' 25.8"" W",Structure
408 Hump,24.59698 N,80.59135 W,"24° 35' 49.13"" N","80° 35' 28.86"" W",Hump
409 Hump,24.59167 N,80.59167 W,"24° 35' 30.01"" N","80° 35' 30.01"" W",Hump
41 A Hole IN Wall,37.4939 N,76.18652 W,"37° 29' 38.04"" N","76° 11' 11.47"" W",Hole
45 Foot Rock,34.51983 N,77.16308 W,"34° 31' 11.39"" N","77° 9' 47.09"" W",Rock
45 Foot Rock,34.54757 N,77.04975 W,"34° 32' 51.25"" N","77° 2' 59.1"" W",Rock
45 Foot Rock,34.55126 N,77.05643 W,"34° 33' 4.54"" N","77° 3' 23.15"" W",Rock
45 Foot Rock,34.55627 N,77.06145 W,"34° 33' 22.57"" N","77° 3' 41.22"" W",Rock
475 Mississippi Canyon,28.94883 N,88.97083 W,"28° 56' 55.79"" N","88° 58' 14.99"" W",Canyon
480 Mississippi Canyon,28.915 N,89.02367 W,"28° 54' 54.0"" N","89° 1' 25.21"" W",Canyon
5 Cars GPS,30.20133 N,87.24183 W,"30° 12' 4.79"" N","87° 14' 30.59"" W",Structure
5 Foot Ledge,30.0493 N,80.49255 W,"30° 2' 57.48"" N","80° 29' 33.18"" W",Ledge
5 Foot Rock,41.24106 N,72.83093 W,"41° 14' 27.82"" N","72° 49' 51.35"" W",Rock
5 Foot Ledge,27.60373 N,83.03515 W,"27° 36' 13.43"" N","83° 2' 6.54"" W",Ledge
5 Foot Ledge,27.05898 N,82.52565 W,"27° 3' 32.33"" N","82° 31' 32.34"" W",Ledge
5 Mile Rock,34.06499 N,77.68678 W,"34° 3' 53.96"" N","77° 41' 12.41"" W",Rock
5 Point Ledge,34.2822 N,77.5845 W,"34° 16' 55.92"" N","77° 35' 4.2"" W",Ledge
5 Subway Cars,40.11125 N,73.95128 W,"40° 6' 40.5"" N","73° 57' 4.61"" W",Structure
50 Fathom Ledge,42.57065 N,70.33222 W,"42° 34' 14.34"" N","70° 19' 55.99"" W",Ledge
500 FM,38.95602 N,72.75358 W,"38° 57' 21.67"" N","72° 45' 12.89"" W",Structure
500 FM,38.88743 N,72.85172 W,"38° 53' 14.75"" N","72° 51' 6.19"" W",Structure
51 51 Rocks,34.35067 N,76.99158 W,"34° 21' 2.41"" N","76° 59' 29.69"" W",Rock
57 Ledge DD 1,30.47253 N,80.46205 W,"30° 28' 21.11"" N","80° 27' 43.38"" W",Ledge
59 Reef,29.52783 N,94.89633 W,"29° 31' 40.19"" N","94° 53' 46.79"" W",Reef
6 Foot Ledge,33.77483 N,77.40384 W,"33° 46' 29.39"" N","77° 24' 13.82"" W",Ledge
6 Foot Ledge,28.15443 N,83.03198 W,"28° 9' 15.95"" N","83° 1' 55.13"" W",Ledge
6 Foot Ledge,28.15878 N,83.20412 W,"28° 9' 31.61"" N","83° 12' 14.83"" W",Ledge
6 Foot Ledge,30.44656 N,80.47501 W,"30° 26' 47.62"" N","80° 28' 30.04"" W",Ledge
6 Ledge,27.76065 N,83.15278 W,"27° 45' 38.34"" N","83° 9' 10.01"" W",Ledge
6 Mile Reef,41.20902 N,72.47874 W,"41° 12' 32.47"" N","72° 28' 43.46"" W",Reef
6 Mile Reef NO 8 C,41.17657 N,72.48578 W,"41° 10' 35.65"" N","72° 29' 8.81"" W",Reef
6 10' Foot Ledge,30.30762 N,81.0683 W,"30° 18' 27.43"" N","81° 4' 5.88"" W",Ledge
60 Flat Steel Barge,29.97745 N,87.55952 W,"29° 58' 38.82"" N","87° 33' 34.27"" W",Reef
60 Hole,30.20795 N,87.135 W,"30° 12' 28.62"" N","87° 8' 6.0"" W",Hole
60 Hole,30.20943 N,87.1353 W,"30° 12' 33.95"" N","87° 8' 7.08"" W",Hole
60 Percent Hole,25.28079 N,82.28505 W,"25° 16' 50.84"" N","82° 17' 6.18"" W",Hole
620 Mississippi Canyon,28.6005 N,89.30683 W,"28° 36' 1.8"" N","89° 18' 24.59"" W",Canyon
63 Reef,29.5555 N,94.91667 W,"29° 33' 19.8"" N","94° 55' 0.01"" W",Reef
650 Mississippi Canyon,28.79633 N,89.177 W,"28° 47' 46.79"" N","89° 10' 37.2"" W",Canyon
662 Wreck,35.81583 N,74.90833 W,"35° 48' 56.99"" N","74° 54' 29.99"" W",Wreck
7 Foot Ledge,27.59375 N,83.0466 W,"27° 35' 37.5"" N","83° 2' 47.76"" W",Ledge
7 Foot Ledge 5,26.68761 N,82.82814 W,"26° 41' 15.4"" N","82° 49' 41.3"" W",Ledge
7 Mile Rock,34.0829 N,77.70897 W,"34° 4' 58.44"" N","77° 42' 32.29"" W",Rock
7 Mile Rock,34.14164 N,77.6533 W,"34° 8' 29.9"" N","77° 39' 11.88"" W",Rock
7 Mile Rock,34.14171 N,76.91681 W,"34° 8' 30.16"" N","76° 55' 0.52"" W",Rock
"7 Mile North Reef, Site 07 01",27.53969 N,82.87907 W,"27° 32' 22.88"" N","82° 52' 44.65"" W",Reef
7 Mile Reef North,27.53693 N,82.87833 W,"27° 32' 12.95"" N","82° 52' 41.99"" W",Reef
"7 Mile South Reef, Site C 00",27.44478 N,82.82108 W,"27° 26' 41.21"" N","82° 49' 15.89"" W",Reef
"7 Mile South Reef, Site C 00",27.44157 N,82.81877 W,"27° 26' 29.65"" N","82° 49' 7.57"" W",Reef
7 Mile Reef North,27.45101 N,82.82112 W,"27° 27' 3.64"" N","82° 49' 16.03"" W",Reef
70 Fathom Rock,34.93206 N,75.35733 W,"34° 55' 55.42"" N","75° 21' 26.39"" W",Rock
71 Foot Ledge,29.70167 N,87.31833 W,"29° 42' 6.01"" N","87° 19' 5.99"" W",Ledge
710 Hole,33.97499 N,76.26467 W,"33° 58' 29.96"" N","76° 15' 52.81"" W",Hole
775 Reef,27.6467 N,97.00767 W,"27° 38' 48.12"" N","97° 0' 27.61"" W",Reef
79 Culverts,25.745 N,80.095 W,"25° 44' 42.0"" N","80° 5' 42.0"" W",Structure
79 Reef Ball,30.08693 N,88.55467 W,"30° 5' 12.95"" N","88° 33' 16.81"" W",Reef
8 Foot Ledge,33.65677 N,76.53127 W,"33° 39' 24.37"" N","76° 31' 52.57"" W",Ledge
8 Foot Ledge,30.43212 N,80.48926 W,"30° 25' 55.63"" N","80° 29' 21.34"" W",Ledge
8 Foot Ledge 4,30.21363 N,81.00084 W,"30° 12' 49.07"" N","81° 0' 3.02"" W",Ledge
8 Foot Ledge 7,26.75965 N,82.91948 W,"26° 45' 34.74"" N","82° 55' 10.13"" W",Ledge
8 Ledge,33.9333 N,76.99722 W,"33° 55' 59.88"" N","76° 59' 49.99"" W",Ledge
80 Reef Ball,30.0583 N,88.61393 W,"30° 3' 29.88"" N","88° 36' 50.15"" W",Reef
85 Degree Ledges,34.3302 N,76.97747 W,"34° 19' 48.72"" N","76° 58' 38.89"" W",Ledge
881 Wreck,34.603 N,75.78568 W,"34° 36' 10.8"" N","75° 47' 8.45"" W",Wreck
8 A Reef,28.48317 N,80.33617 W,"28° 28' 59.41"" N","80° 20' 10.21"" W",Reef
8 A Reef,28.53733 N,80.34633 W,"28° 32' 14.39"" N","80° 20' 46.79"" W",Reef
8 A Reef,28.50783 N,80.34583 W,"28° 30' 28.19"" N","80° 20' 44.99"" W",Reef
8 A Reef,28.48803 N,80.33217 W,"28° 29' 16.91"" N","80° 19' 55.81"" W",Reef
8 A Reef,28.486 N,80.322 W,"28° 29' 9.6"" N","80° 19' 19.2"" W",Reef
9 6 Ledge,29.90888 N,80.45697 W,"29° 54' 31.97"" N","80° 27' 25.09"" W",Ledge
9 Fathom Rock,35.55833 N,75.3 W,"35° 33' 29.99"" N","75° 18' 0.0"" W",Rock
9 Mile Rock,34.23679 N,77.50327 W,"34° 14' 12.44"" N","77° 30' 11.77"" W",Rock
9 Reef,39.75211 N,74.0216 W,"39° 45' 7.6"" N","74° 1' 17.76"" W",Reef
90 Foot Drop Ledge,34.21094 N,76.25455 W,"34° 12' 39.38"" N","76° 15' 16.38"" W",Ledge
91 Unknown Wreck/Obstruction,40.38442 N,73.93957 W,"40° 23' 3.91"" N","73° 56' 22.45"" W",Wreck
996 28 Ledge,34.1571 N,77.77233 W,"34° 9' 25.56"" N","77° 46' 20.39"" W",Ledge
A And C Reef,29.75493 N,88.01936 W,"29° 45' 17.75"" N","88° 1' 9.7"" W",Reef
A Frame Barge,30.03053 N,87.37977 W,"30° 1' 49.91"" N","87° 22' 47.17"" W",Reef
A Frame Barge,30.03007 N,87.38292 W,"30° 1' 48.25"" N","87° 22' 58.51"" W",Reef
A Hole,27.20862 N,80.11728 W,"27° 12' 31.03"" N","80° 7' 2.21"" W",Hole
A J Hole,30.22017 N,87.3377 W,"30° 13' 12.61"" N","87° 20' 15.72"" W",Hole
A J Hole,27.28088 N,83.13257 W,"27° 16' 51.17"" N","83° 7' 57.25"" W",Hole
A Leg,30.36334 N,86.49828 W,"30° 21' 48.02"" N","86° 29' 53.81"" W",Structure
A Leg Reef,30.37258 N,86.49571 W,"30° 22' 21.29"" N","86° 29' 44.56"" W",Reef
A A Hendry Reef,27.40552 N,80.01365 W,"27° 24' 19.87"" N","80° 0' 49.14"" W",Reef
A 6 Plane,29.35452 N,80.35747 W,"29° 21' 16.27"" N","80° 21' 26.89"" W",Structure
Aaron Dagen Memorial Reef,30.30275 N,87.20488 W,"30° 18' 9.9"" N","87° 12' 17.57"" W",Reef
Aaron Hendry Reef,26.64836 N,82.60248 W,"26° 38' 54.1"" N","82° 36' 8.93"" W",Reef
Aaron Vaughn Memorial Reef,27.21308 N,80.0935 W,"27° 12' 47.09"" N","80° 5' 36.6"" W",Reef
AB Reef NE,40.5356 N,73.70666 W,"40° 32' 8.16"" N","73° 42' 23.98"" W",Reef
AB Reef NW,40.53577 N,73.72821 W,"40° 32' 8.77"" N","73° 43' 41.56"" W",Reef
AB Reef SW,40.5255 N,73.72833 W,"40° 31' 31.8"" N","73° 43' 41.99"" W",Reef
AB Reefctr,40.53024 N,73.7181 W,"40° 31' 48.86"" N","73° 43' 5.16"" W",Reef
Abby Reef,29.81047 N,87.85173 W,"29° 48' 37.69"" N","87° 51' 6.23"" W",Reef
Abstract Barge,30.06113 N,88.53587 W,"30° 3' 40.07"" N","88° 32' 9.13"" W",Reef
Academy,30.29599 N,87.2364 W,"30° 17' 45.56"" N","87° 14' 11.04"" W",Structure
Academy Rock,41.32667 N,71.90485 W,"41° 19' 36.01"" N","71° 54' 17.46"" W",Rock
Acara,40.57368 N,73.55745 W,"40° 34' 25.25"" N","73° 33' 26.82"" W",Structure
Accokeek,29.97458 N,85.86525 W,"29° 58' 28.49"" N","85° 51' 54.9"" W",Structure
Accomac Canyon,37.81049 N,74.06088 W,"37° 48' 37.76"" N","74° 3' 39.17"" W",Canyon
Aces Rock,34.17755 N,77.57816 W,"34° 10' 39.18"" N","77° 34' 41.38"" W",Rock
Acid Barge,41.04163 N,71.49498 W,"41° 2' 29.87"" N","71° 29' 41.93"" W",Reef
Acid Waters,40.3625 N,73.71167 W,"40° 21' 45.0"" N","73° 42' 42.01"" W",Structure
Adeline Barge,30.0833 N,88.5487 W,"30° 4' 59.88"" N","88° 32' 55.32"" W",Reef
Admiral Fetterman Reef,30.078 N,87.198 W,"30° 4' 40.8"" N","87° 11' 52.8"" W",Reef
Adolphus Busch SR,24.53068 N,81.46146 W,"24° 31' 50.45"" N","81° 27' 41.26"" W",Structure
AF Tower D,25.567 N,81.71633 W,"25° 34' 1.2"" N","81° 42' 58.79"" W",Tower
AF Tower L,25.36667 N,82.45 W,"25° 22' 0.01"" N","82° 27' 0.0"" W",Tower
AF Tower P,25.11667 N,82.0 W,"25° 7' 0.01"" N","82° 0' 0.0"" W",Tower
AF Tower R,25.46667 N,82.10183 W,"25° 28' 0.01"" N","82° 6' 6.59"" W",Tower
AF Tower S,25.03333 N,82.36667 W,"25° 1' 59.99"" N","82° 22' 0.01"" W",Tower
African Queen,25.78006 N,80.07553 W,"25° 46' 48.22"" N","80° 4' 31.91"" W",Structure
African Queen Reef,38.1513 N,74.95325 W,"38° 9' 4.68"" N","74° 57' 11.7"" W",Reef
African Queen Wreck,38.14833 N,74.94808 W,"38° 8' 53.99"" N","74° 56' 53.09"" W",Wreck
Agrupador Rock,35.05033 N,75.23015 W,"35° 3' 1.19"" N","75° 13' 48.54"" W",Rock
AH Dumont Reef,39.62877 N,74.01797 W,"39° 37' 43.57"" N","74° 1' 4.69"" W",Reef
AH Richardson,28.52481 N,82.91778 W,"28° 31' 29.32"" N","82° 55' 4.01"" W",Reef
AH Richardson Reef,28.52475 N,82.92233 W,"28° 31' 29.1"" N","82° 55' 20.39"" W",Reef
AH Site Barge,30.54183 N,81.059 W,"30° 32' 30.59"" N","81° 3' 32.4"" W",Reef
AH Site Culverts,30.56033 N,81.052 W,"30° 33' 37.19"" N","81° 3' 7.2"" W",Structure
AH Site Pillboxes,30.47216 N,81.101 W,"30° 28' 19.78"" N","81° 6' 3.6"" W",Structure
AH Site Tug Monachan,30.47816 N,81.08166 W,"30° 28' 41.38"" N","81° 4' 53.98"" W",Structure
Ahole,30.34585 N,80.63107 W,"30° 20' 45.06"" N","80° 37' 51.85"" W",Hole
Aida Gonzales Memorial Reef,29.77201 N,85.69506 W,"29° 46' 19.24"" N","85° 41' 42.22"" W",Reef
AIR Force Tower,29.72108 N,85.4755 W,"29° 43' 15.89"" N","85° 28' 31.8"" W",Tower
AIR Force Tower,29.0796 N,84.32143 W,"29° 4' 46.56"" N","84° 19' 17.15"" W",Tower
AIR Force Tower,29.72465 N,85.47523 W,"29° 43' 28.74"" N","85° 28' 30.83"" W",Tower
Airplane,33.94313 N,76.52157 W,"33° 56' 35.27"" N","76° 31' 17.65"" W",Structure
Airplane,30.15782 N,86.66467 W,"30° 9' 28.15"" N","86° 39' 52.81"" W",Structure
Airplane,29.9031 N,80.8005 W,"29° 54' 11.16"" N","80° 48' 1.8"" W",Structure
Airplane Bottom,27.94663 N,83.20415 W,"27° 56' 47.87"" N","83° 12' 14.94"" W",Structure
Airplane Near Half Barge,30.14 N,87.3128 W,"30° 8' 24.0"" N","87° 18' 46.08"" W",Structure
Airplane R,30.3428 N,86.56265 W,"30° 20' 34.08"" N","86° 33' 45.54"" W",Structure
Airplane Rock,30.34177 N,86.5283 W,"30° 20' 30.37"" N","86° 31' 41.88"" W",Structure
Airplane Wing,28.58755 N,83.2572 W,"28° 35' 15.18"" N","83° 15' 25.92"" W",Structure
Airplane Wreck,30.35633 N,80.82033 W,"30° 21' 22.79"" N","80° 49' 13.19"" W",Structure
Airport Ledge,26.67561 N,78.99189 W,"26° 40' 32.2"" N","78° 59' 30.8"" W",Ledge
Airy Ledge,44.08535 N,68.58672 W,"44° 5' 7.26"" N","68° 35' 12.19"" W",Ledge
AJ Bimini Turret Reef,30.3391 N,86.67458 W,"30° 20' 20.76"" N","86° 40' 28.49"" W",Reef
AJ Hole AKA AJ Rocks,30.3392 N,86.54093 W,"30° 20' 21.12"" N","86° 32' 27.35"" W",Rock
AJ Ledge,30.20415 N,86.52815 W,"30° 12' 14.94"" N","86° 31' 41.34"" W",Ledge
AJS Bimini,30.32717 N,86.60267 W,"30° 19' 37.81"" N","86° 36' 9.61"" W",Structure
Ajace Wreck,40.5428 N,73.89917 W,"40° 32' 34.08"" N","73° 53' 57.01"" W",Wreck
Ajax Reef,25.3962 N,80.13691 W,"25° 23' 46.32"" N","80° 8' 12.88"" W",Reef
Ajhole 1,27.28519 N,83.16193 W,"27° 17' 6.68"" N","83° 9' 42.95"" W",Hole
AJS Blackbeard Flying Eagle,30.139 N,86.56495 W,"30° 8' 20.4"" N","86° 33' 53.82"" W",Reef
AJS Carey Ricks Memorial,30.15788 N,86.40695 W,"30° 9' 28.37"" N","86° 24' 25.02"" W",Structure
AL Sirotkin Reef,27.2138 N,80.04827 W,"27° 12' 49.68"" N","80° 2' 53.77"" W",Reef
AL Sirotkin Reef,27.2206 N,80.12667 W,"27° 13' 14.16"" N","80° 7' 36.01"" W",Reef
AL Sirotkin Reef,27.20417 N,80.0476 W,"27° 12' 15.01"" N","80° 2' 51.36"" W",Reef
"Alan Fisher, I",27.30185 N,82.61875 W,"27° 18' 6.66"" N","82° 37' 7.5"" W",Structure
Alan Martin 160 Tanker,40.10733 N,73.6855 W,"40° 6' 26.39"" N","73° 41' 7.8"" W",Structure
Alans Reef,27.83545 N,80.36065 W,"27° 50' 7.62"" N","80° 21' 38.34"" W",Reef
Alberts Ledge,40.26434 N,73.9461 W,"40° 15' 51.62"" N","73° 56' 45.96"" W",Ledge
Alberts Ledge,30.3765 N,80.5915 W,"30° 22' 35.4"" N","80° 35' 29.4"" W",Ledge
Alberts Rocks,34.3883 N,76.889 W,"34° 23' 17.88"" N","76° 53' 20.4"" W",Rock
Alden Rock,43.55087 N,70.15993 W,"43° 33' 3.13"" N","70° 9' 35.75"" W",Rock
Alden Rocks,43.92337 N,69.066 W,"43° 55' 24.13"" N","69° 3' 57.6"" W",Rock
Aldridge Ledge,42.34617 N,70.9138 W,"42° 20' 46.21"" N","70° 54' 49.68"" W",Ledge
ALE Reef Center,30.1132 N,86.30988 W,"30° 6' 47.52"" N","86° 18' 35.57"" W",Reef
ALE Reef Center,29.99137 N,86.06853 W,"29° 59' 28.93"" N","86° 4' 6.71"" W",Reef
ALE Reef NW Leg End,30.10982 N,86.30497 W,"30° 6' 35.35"" N","86° 18' 17.89"" W",Reef
ALE Reef SW 2 B,30.11078 N,86.31406 W,"30° 6' 38.81"" N","86° 18' 50.62"" W",Reef
Alexander Barge,24.86167 N,80.56834 W,"24° 51' 42.01"" N","80° 34' 6.02"" W",Reef
Alexander's Wreck,24.61617 N,81.98183 W,"24° 36' 58.21"" N","81° 58' 54.59"" W",Wreck
Aleyledge,30.2335 N,80.45917 W,"30° 14' 0.6"" N","80° 27' 33.01"" W",Ledge
Alice Faye Memorial Reef,29.91833 N,85.63133 W,"29° 55' 5.99"" N","85° 37' 52.79"" W",Reef
Alleghany Rock,41.48672 N,70.60087 W,"41° 29' 12.19"" N","70° 36' 3.13"" W",Rock
Allen Family Memorial Reef,29.92183 N,85.60375 W,"29° 55' 18.59"" N","85° 36' 13.5"" W",Reef
Allen Ledge NO,43.91307 N,69.26713 W,"43° 54' 47.05"" N","69° 16' 1.67"" W",Ledge
Alley,39.14167 N,73.94167 W,"39° 8' 30.01"" N","73° 56' 30.01"" W",Structure
Alligator Reef,24.86298 N,80.62232 W,"24° 51' 46.73"" N","80° 37' 20.35"" W",Reef
Alligator Reef,24.85099 N,80.61929 W,"24° 51' 3.56"" N","80° 37' 9.44"" W",Reef
Alligator Reef NE Spat,24.62328 N,81.98187 W,"24° 37' 23.81"" N","81° 58' 54.73"" W",Reef
Alligator Reef NW Spat,24.85383 N,80.6195 W,"24° 51' 13.79"" N","80° 37' 10.2"" W",Reef
Alligator Reef SE Spat,24.84683 N,80.62717 W,"24° 50' 48.59"" N","80° 37' 37.81"" W",Reef
Alligator Reef SW,24.84967 N,80.614 W,"24° 50' 58.81"" N","80° 36' 50.4"" W",Reef
Alligator Reef SW,24.84183 N,80.6225 W,"24° 50' 30.59"" N","80° 37' 21.0"" W",Reef
Almirante,25.41592 N,80.11795 W,"25° 24' 57.31"" N","80° 7' 4.62"" W",Structure
Alsatia Wreck,27.80808 N,82.46657 W,"27° 48' 29.09"" N","82° 27' 59.65"" W",Wreck
Alva Chapman Reef,25.29445 N,80.15167 W,"25° 17' 40.02"" N","80° 9' 6.01"" W",Reef
Amazon Wreck Enhancement,27.38613 N,80.06173 W,"27° 23' 10.07"" N","80° 3' 42.23"" W",Wreck
Amazon Wreck Enhancement,27.39327 N,80.06113 W,"27° 23' 35.77"" N","80° 3' 40.07"" W",Wreck
Amazon Wreck Enhancement,27.39108 N,80.06178 W,"27° 23' 27.89"" N","80° 3' 42.41"" W",Wreck
Amazon Wreck Enhancement,27.39107 N,80.06032 W,"27° 23' 27.85"" N","80° 3' 37.15"" W",Wreck
Amberjack Hole,30.2198 N,87.34147 W,"30° 13' 11.28"" N","87° 20' 29.29"" W",Hole
Amberjack Hole,30.39482 N,81.05468 W,"30° 23' 41.35"" N","81° 3' 16.85"" W",Hole
Amberjack Hole,30.4786 N,81.08747 W,"30° 28' 42.96"" N","81° 5' 14.89"" W",Hole
Amberjack Hole Golden Arches,30.52117 N,81.089 W,"30° 31' 16.21"" N","81° 5' 20.4"" W",Reef
Amberjack Hole Mule Ledge,30.54067 N,81.05733 W,"30° 32' 26.41"" N","81° 3' 26.39"" W",Ledge
Amberjack Reef,30.3321 N,86.50408 W,"30° 19' 55.56"" N","86° 30' 14.69"" W",Reef
Amberjack Rock,30.18345 N,86.8635 W,"30° 11' 0.42"" N","86° 51' 48.6"" W",Rock
Ambrose Tower,40.4585 N,73.82417 W,"40° 27' 30.6"" N","73° 49' 27.01"" W",Tower
Ambrose Wreck,40.46317 N,73.828 W,"40° 27' 47.41"" N","73° 49' 40.8"" W",Wreck
Ambrose Wreck,40.46367 N,73.83472 W,"40° 27' 49.21"" N","73° 50' 4.99"" W",Wreck
American Custom Yachts Tower,27.21913 N,80.00563 W,"27° 13' 8.87"" N","80° 0' 20.27"" W",Tower
American Red Hole,33.9 N,76.60167 W,"33° 54' 0.0"" N","76° 36' 6.01"" W",Hole
American Shoal Reef,24.52332 N,81.51647 W,"24° 31' 23.95"" N","81° 30' 59.29"" W",Reef
American Shoal Reef,24.55203 N,81.46532 W,"24° 33' 7.31"" N","81° 27' 55.15"" W",Reef
Ammen Rock,42.88332 N,68.91667 W,"42° 52' 59.95"" N","68° 55' 0.01"" W",Rock
Ammo Wreck,38.86673 N,74.38558 W,"38° 52' 0.23"" N","74° 23' 8.09"" W",Wreck
Ammoship,37.73675 N,74.98958 W,"37° 44' 12.3"" N","74° 59' 22.49"" W",Wreck
AMT Reef,25.91011 N,81.9848 W,"25° 54' 36.4"" N","81° 59' 5.28"" W",Reef
ANA Cecilia,26.78478 N,80.0158 W,"26° 47' 5.21"" N","80° 0' 56.88"" W",Structure
Anchor Reef,30.31512 N,86.52377 W,"30° 18' 54.43"" N","86° 31' 25.57"" W",Reef
Anchor Reef,25.80967 N,80.0905 W,"25° 48' 34.81"" N","80° 5' 25.8"" W",Reef
Anchor Reef,25.79502 N,80.07815 W,"25° 47' 42.07"" N","80° 4' 41.34"" W",Reef
Anchor Reef,25.81387 N,80.09222 W,"25° 48' 49.93"" N","80° 5' 31.99"" W",Reef
Anchor Rock,34.42269 N,77.19093 W,"34° 25' 21.68"" N","77° 11' 27.35"" W",Rock
Anchor Rock,30.31432 N,86.6041 W,"30° 18' 51.55"" N","86° 36' 14.76"" W",Rock
Anchor Rock,30.31918 N,86.60305 W,"30° 19' 9.05"" N","86° 36' 10.98"" W",Rock
Anchor Rock SW,30.30853 N,86.60412 W,"30° 18' 30.71"" N","86° 36' 14.83"" W",Rock
Anchor Wreck,27.80332 N,80.41165 W,"27° 48' 11.95"" N","80° 24' 41.94"" W",Wreck
Ande Reef,26.788 N,79.99233 W,"26° 47' 16.8"" N","79° 59' 32.39"" W",Reef
Anderson Ledge,42.9623 N,70.6027 W,"42° 57' 44.28"" N","70° 36' 9.72"" W",Ledge
Anderson Reef,29.50333 N,94.7975 W,"29° 30' 11.99"" N","94° 47' 51.0"" W",Reef
Andi Coyle Reef,30.29829 N,87.23105 W,"30° 17' 53.84"" N","87° 13' 51.78"" W",Reef
Andree Reef,29.76483 N,83.72733 W,"29° 45' 53.39"" N","83° 43' 38.39"" W",Reef
Andree Reef,29.761 N,83.732 W,"29° 45' 39.6"" N","83° 43' 55.2"" W",Reef
Andrew Harris NO Shoes Reef,26.96432 N,80.05452 W,"26° 57' 51.55"" N","80° 3' 16.27"" W",Reef
Andrew Harris Reef Trail,26.96123 N,80.05337 W,"26° 57' 40.43"" N","80° 3' 12.13"" W",Reef
Andrew Harris Snorkel Reef,26.95348 N,80.06215 W,"26° 57' 12.53"" N","80° 3' 43.74"" W",Reef
Andrew Red Harris Juno Rock,26.87975 N,80.0306 W,"26° 52' 47.1"" N","80° 1' 50.16"" W",Reef
Andrew Red Harris Reef,26.96574 N,80.05915 W,"26° 57' 56.66"" N","80° 3' 32.94"" W",Reef
Andrews Hole,30.15333 N,87.20798 W,"30° 9' 11.99"" N","87° 12' 28.73"" W",Hole
Andro,25.8937 N,80.08543 W,"25° 53' 37.32"" N","80° 5' 7.55"" W",Structure
Andy King Reef 1,29.87651 N,81.15345 W,"29° 52' 35.44"" N","81° 9' 12.42"" W",Reef
Andy Roach Memorial Reef,29.95205 N,84.08147 W,"29° 57' 7.38"" N","84° 4' 53.29"" W",Reef
Andy Weeks Memorial,29.77328 N,85.6133 W,"29° 46' 23.81"" N","85° 36' 47.88"" W",Structure
Andyapos;s Ledge,26.19083 N,80.0725 W,"26° 11' 26.99"" N","80° 4' 21.0"" W",Ledge
Andys Ledge,41.23305 N,72.3512 W,"41° 13' 58.98"" N","72° 21' 4.32"" W",Ledge
Angela Russell Memorial Reef,29.90867 N,85.53925 W,"29° 54' 31.21"" N","85° 32' 21.3"" W",Reef
Angelos Reef,40.04375 N,73.98673 W,"40° 2' 37.5"" N","73° 59' 12.23"" W",Reef
Angle Ledge,33.7375 N,77.62384 W,"33° 44' 15.0"" N","77° 37' 25.82"" W",Ledge
Anglerreef,37.73164 N,75.87815 W,"37° 43' 53.9"" N","75° 52' 41.34"" W",Reef
Anglers Bank,40.41 N,73.58583 W,"40° 24' 36.0"" N","73° 35' 8.99"" W",Structure
Anglers Reef,37.73861 N,75.88417 W,"37° 44' 19.0"" N","75° 53' 3.01"" W",Reef
Anglers Reef,28.38857 N,80.30315 W,"28° 23' 18.85"" N","80° 18' 11.34"" W",Reef
Anglinapos;s Ledge Center,24.55277 N,81.52 W,"24° 33' 9.97"" N","81° 31' 12.0"" W",Ledge
ANN Marie Reef,27.07761 N,80.03828 W,"27° 4' 39.4"" N","80° 2' 17.81"" W",Reef
Anna B Wreck,27.781 N,82.5035 W,"27° 46' 51.6"" N","82° 30' 12.6"" W",Wreck
Annan MEM Reef,30.14828 N,87.5662 W,"30° 8' 53.81"" N","87° 33' 58.32"" W",Reef
